,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,LR
2926,333,642.2,1579.26,1400.58,552.63,2387.92,47.14,520.74,2387.89,8.3809,391,38.92,23.3728,0.6923076923076923
2927,334,641.99,1580.3,1394.94,552.81,2387.87,47.06,520.87,2387.88,8.3496,390,38.84,23.3203,0.6943866943866944
2928,335,641.56,1585.24,1389.82,552.56,2387.95,47.03,520.43,2387.94,8.3993,390,38.93,23.3531,0.6964656964656964
2929,336,642.12,1588.2,1389.69,552.15,2387.94,47.35,521.14,2387.92,8.3124,391,39.0,23.3834,0.6985446985446986
2930,337,641.71,1584.33,1404.58,553.35,2387.98,47.03,521.42,2387.92,8.3784,391,38.99,23.4196,0.7006237006237006
2931,338,641.83,1579.25,1399.71,553.57,2388.01,47.24,521.5,2387.95,8.367,392,38.94,23.3767,0.7027027027027027
2932,339,641.71,1583.09,1389.33,552.9,2387.97,47.19,521.28,2387.9,8.3706,393,38.98,23.4212,0.7047817047817048
2933,340,641.86,1585.96,1395.65,552.72,2387.9,47.36,521.46,2387.95,8.3758,390,38.89,23.4137,0.7068607068607069
2934,341,642.2,1584.87,1389.18,553.85,2387.95,47.14,521.3,2387.98,8.3571,390,39.03,23.2463,0.7089397089397089
2935,342,641.46,1579.68,1396.18,553.12,2387.94,47.32,521.14,2387.98,8.373,392,38.94,23.3427,0.7110187110187111
2936,343,641.83,1581.79,1398.72,553.74,2388.02,47.19,521.24,2387.94,8.36,392,39.08,23.4266,0.7130977130977131
2937,344,642.11,1579.62,1393.7,553.6,2387.96,47.11,520.84,2387.97,8.3711,391,38.91,23.4393,0.7151767151767152
2938,345,642.15,1584.56,1403.21,552.84,2387.97,47.13,521.36,2387.95,8.3748,391,38.85,23.3862,0.7172557172557172
2939,346,642.41,1584.07,1406.02,553.56,2387.92,47.2,521.07,2387.95,8.3452,392,39.0,23.3673,0.7193347193347194
2940,347,641.84,1584.04,1396.03,553.78,2387.95,47.25,521.24,2387.91,8.3566,390,39.16,23.3075,0.7214137214137214
2941,348,641.84,1582.31,1400.6,552.77,2387.88,47.2,520.84,2388.01,8.3752,391,38.84,23.4458,0.7234927234927235
2942,349,642.58,1585.56,1399.39,553.24,2387.95,47.27,521.55,2387.94,8.3645,392,38.95,23.4231,0.7255717255717256
2943,350,642.02,1577.58,1402.91,554.11,2388.0,47.28,521.9,2387.99,8.3545,392,38.98,23.3006,0.7276507276507277
2944,351,641.95,1583.08,1393.38,554.08,2387.99,47.05,521.1,2388.0,8.3402,391,38.84,23.3972,0.7297297297297297
2945,352,642.09,1581.88,1402.39,554.43,2388.01,47.48,521.79,2387.96,8.3529,391,38.93,23.3039,0.7318087318087318
2946,353,642.39,1579.01,1397.55,554.35,2387.98,47.24,521.18,2387.97,8.3874,391,38.87,23.4209,0.7338877338877339
2947,354,642.83,1577.6,1398.09,554.06,2387.93,47.18,521.74,2387.94,8.3387,392,38.9,23.4412,0.735966735966736
2948,355,642.57,1575.64,1399.57,554.46,2387.93,47.17,521.03,2387.99,8.339,389,38.93,23.45,0.738045738045738
2949,356,642.11,1580.3,1395.0,553.85,2387.94,47.31,521.73,2387.93,8.3298,391,39.15,23.2419,0.7401247401247402
2950,357,641.99,1592.5,1395.18,553.84,2387.92,47.16,521.03,2387.97,8.3439,392,38.99,23.2847,0.7422037422037422
2951,358,642.37,1585.91,1397.41,554.05,2387.92,47.17,521.83,2387.97,8.3623,392,39.06,23.3046,0.7442827442827443
2952,359,642.43,1582.06,1400.49,553.38,2387.97,47.13,521.1,2387.95,8.3296,392,39.01,23.3961,0.7463617463617463
2953,360,641.7,1581.79,1398.13,554.14,2387.98,47.36,521.2,2387.94,8.3698,391,38.89,23.2758,0.7484407484407485
2954,361,642.2,1590.61,1395.51,553.45,2387.99,47.16,521.77,2387.98,8.3303,391,39.04,23.5346,0.7505197505197505
2955,362,642.01,1580.5,1401.01,552.93,2387.91,47.36,521.34,2387.95,8.3593,391,39.04,23.422,0.7525987525987526
2956,363,642.02,1585.3,1396.28,554.27,2387.98,47.38,522.45,2387.98,8.3732,392,38.99,23.3397,0.7546777546777547
2957,364,641.89,1583.2,1403.44,553.34,2387.97,47.18,521.91,2387.96,8.3717,392,38.87,23.28,0.7567567567567568
2958,365,642.25,1578.53,1395.12,553.65,2387.98,47.34,522.2,2387.94,8.3064,391,38.96,23.3904,0.7588357588357588
2959,366,641.81,1580.33,1397.38,553.21,2387.93,47.15,521.53,2387.97,8.366,390,39.02,23.4004,0.760914760914761
2960,367,642.01,1578.17,1401.8,554.37,2387.97,47.02,522.36,2387.91,8.3694,390,39.08,23.3543,0.762993762993763
2961,368,642.05,1584.84,1398.39,553.47,2387.98,47.19,521.44,2387.99,8.3475,392,39.22,23.3851,0.7650727650727651
2962,369,641.98,1581.31,1397.0,553.78,2388.03,47.28,522.31,2387.97,8.3489,392,39.07,23.3534,0.7671517671517671
2963,370,641.8,1584.45,1406.38,554.31,2387.92,47.26,521.85,2387.99,8.3514,392,38.93,23.397,0.7692307692307693
2964,371,642.14,1585.98,1394.6,554.05,2388.0,47.2,522.29,2388.03,8.3356,392,39.02,23.4404,0.7713097713097713
2965,372,641.85,1590.92,1404.45,553.91,2388.01,47.04,522.29,2387.97,8.3385,391,38.92,23.4307,0.7733887733887734
2966,373,642.77,1585.27,1399.55,554.56,2388.01,47.23,521.37,2387.99,8.3937,392,38.98,23.4705,0.7754677754677755
2967,374,642.02,1585.9,1402.82,554.1,2387.97,47.4,521.9,2387.96,8.3258,391,39.1,23.4185,0.7775467775467776
2968,375,642.43,1588.93,1403.25,554.4,2387.99,47.41,522.53,2387.97,8.3685,390,38.89,23.4409,0.7796257796257796
2969,376,642.44,1588.89,1400.63,554.43,2388.0,47.19,522.06,2387.99,8.3355,392,38.93,23.4723,0.7817047817047817
2970,377,642.08,1587.75,1404.93,554.21,2387.98,47.36,521.8,2387.98,8.3371,392,38.95,23.3956,0.7837837837837838
2971,378,642.61,1592.59,1399.7,554.56,2388.0,47.23,522.11,2387.93,8.3671,392,39.16,23.4103,0.7858627858627859
2972,379,642.55,1579.61,1397.43,554.37,2387.99,47.19,522.42,2388.03,8.3926,390,38.92,23.4,0.7879417879417879
2973,380,642.22,1583.74,1404.04,554.61,2388.03,47.38,522.74,2387.98,8.3276,392,39.16,23.4476,0.7900207900207901
2974,381,641.97,1582.14,1396.37,553.67,2387.95,47.08,521.97,2388.03,8.3444,391,38.92,23.4405,0.7920997920997921
2975,382,642.68,1589.09,1398.65,555.05,2388.02,47.17,522.6,2387.97,8.3486,390,39.04,23.3588,0.7941787941787942
2976,383,641.82,1585.18,1400.25,554.28,2387.92,47.3,522.05,2388.02,8.3619,393,39.16,23.3559,0.7962577962577962
2977,384,642.64,1578.99,1394.75,554.59,2388.02,47.33,522.73,2388.05,8.3139,393,38.93,23.4206,0.7983367983367984
2978,385,642.62,1582.96,1403.47,554.13,2388.01,47.22,522.11,2388.0,8.3584,391,39.13,23.3477,0.8004158004158004
2979,386,642.55,1595.43,1391.65,554.45,2388.0,47.25,522.81,2387.97,8.3579,392,38.9,23.3446,0.8024948024948025
2980,387,642.17,1577.59,1406.63,554.38,2388.05,47.32,522.34,2388.01,8.3521,391,39.12,23.4517,0.8045738045738046
2981,388,641.78,1587.95,1408.82,554.78,2388.08,47.28,522.64,2388.0,8.343,392,38.88,23.3979,0.8066528066528067
2982,389,641.91,1592.29,1401.02,554.76,2388.01,47.23,522.97,2388.0,8.3451,391,39.03,23.3565,0.8087318087318087
2983,390,642.21,1592.69,1401.97,554.34,2388.03,47.18,523.08,2388.01,8.3252,391,39.03,23.5082,0.8108108108108109
2984,391,642.58,1584.43,1396.34,554.81,2388.08,47.21,522.48,2388.03,8.3046,392,38.88,23.3366,0.8128898128898129
2985,392,642.48,1591.66,1399.5,554.66,2387.98,47.32,522.41,2388.02,8.3215,391,39.03,23.2592,0.814968814968815
2986,393,642.28,1585.53,1399.95,555.12,2388.01,47.25,523.15,2388.04,8.3299,393,39.14,23.4013,0.817047817047817
2987,394,642.17,1589.78,1402.38,554.92,2388.04,47.39,523.35,2387.99,8.3087,391,38.86,23.4528,0.8191268191268192
2988,395,642.39,1585.3,1400.95,554.85,2388.02,47.27,523.01,2387.98,8.3437,392,38.86,23.3238,0.8212058212058212
2989,396,642.18,1591.78,1404.23,555.28,2388.11,47.37,523.96,2388.02,8.319,393,38.93,23.4123,0.8232848232848233
2990,397,642.25,1585.73,1401.98,555.65,2388.06,47.28,523.68,2388.02,8.2828,393,39.08,23.4116,0.8253638253638254
2991,398,641.96,1582.04,1401.31,555.87,2388.02,47.47,523.24,2388.02,8.3597,392,38.92,23.4088,0.8274428274428275
2992,399,642.58,1592.47,1394.11,555.73,2388.01,47.39,523.28,2388.02,8.3274,391,39.13,23.4669,0.8295218295218295
2993,400,642.68,1585.37,1408.74,555.75,2388.05,47.28,523.48,2388.01,8.3066,393,38.98,23.4054,0.8316008316008316
2994,401,642.05,1584.38,1403.53,554.34,2388.04,47.23,522.92,2388.04,8.351,393,38.97,23.4997,0.8336798336798337
2995,402,642.57,1595.22,1394.68,556.31,2387.99,47.32,523.09,2388.08,8.3302,393,39.07,23.3578,0.8357588357588358
2996,403,642.66,1587.93,1405.84,555.73,2388.0,47.42,523.77,2387.96,8.3134,392,39.05,23.3818,0.8378378378378378
2997,404,642.49,1588.52,1397.17,555.85,2388.01,47.29,523.09,2388.02,8.3168,394,38.9,23.4128,0.83991683991684
2998,405,642.74,1587.5,1402.14,555.08,2388.05,47.58,523.7,2388.06,8.303,392,39.15,23.3732,0.841995841995842
2999,406,642.59,1581.28,1401.12,556.2,2388.01,47.32,523.76,2388.01,8.3505,393,39.09,23.3927,0.8440748440748441
3000,407,641.96,1592.95,1403.07,556.22,2388.06,47.5,523.65,2388.03,8.3545,394,39.04,23.4546,0.8461538461538461
3001,408,642.64,1583.75,1407.67,556.52,2388.0,47.45,523.39,2388.01,8.3147,391,39.14,23.44,0.8482328482328483
3002,409,642.01,1585.92,1409.9,556.67,2388.02,47.47,523.91,2388.04,8.3019,393,39.14,23.4289,0.8503118503118503
3003,410,642.27,1587.61,1403.14,556.39,2388.06,47.54,523.76,2388.04,8.3228,393,39.11,23.3584,0.8523908523908524
3004,411,642.48,1585.08,1411.99,557.06,2388.09,47.26,523.96,2388.08,8.3272,392,39.16,23.5299,0.8544698544698545
3005,412,642.58,1588.22,1401.27,556.65,2388.09,47.74,524.2,2388.1,8.3459,394,39.16,23.4376,0.8565488565488566
3006,413,641.93,1581.71,1411.81,557.13,2388.08,47.52,525.09,2388.05,8.3077,392,39.13,23.4553,0.8586278586278586
3007,414,642.16,1584.38,1403.55,556.43,2388.12,47.31,524.28,2388.08,8.3211,391,39.01,23.489,0.8607068607068608
3008,415,642.7,1586.01,1403.54,556.41,2388.06,47.4,524.08,2388.0,8.2728,395,38.85,23.4292,0.8627858627858628
3009,416,642.96,1586.79,1409.56,556.16,2388.1,47.52,524.36,2388.05,8.3364,392,39.22,23.5073,0.8648648648648649
3010,417,642.63,1578.85,1407.81,556.03,2388.04,47.5,524.33,2388.05,8.2999,393,38.96,23.404,0.8669438669438669
3011,418,642.68,1590.7,1409.52,556.09,2388.02,47.48,524.26,2388.01,8.3289,393,38.93,23.5063,0.8690228690228691
3012,419,642.32,1592.82,1403.32,557.21,2388.06,47.62,524.78,2388.1,8.2977,392,39.02,23.3967,0.8711018711018711
3013,420,642.32,1589.98,1408.86,556.13,2388.09,47.38,524.73,2388.15,8.3171,392,38.85,23.5012,0.8731808731808732
3014,421,642.33,1594.46,1414.69,557.05,2388.11,47.35,524.75,2388.09,8.3083,392,39.2,23.409,0.8752598752598753
3015,422,642.38,1591.32,1400.51,556.38,2388.08,47.48,524.58,2388.03,8.3312,394,38.87,23.4094,0.8773388773388774
3016,423,642.39,1590.2,1406.25,557.24,2388.1,47.54,524.55,2388.12,8.3036,395,39.05,23.4294,0.8794178794178794
3017,424,642.9,1591.61,1408.59,556.43,2388.09,47.48,524.92,2388.12,8.3316,394,39.1,23.5212,0.8814968814968815
3018,425,642.62,1592.14,1399.95,556.75,2388.05,47.48,524.22,2388.1,8.3114,394,39.08,23.4698,0.8835758835758836
3019,426,642.64,1588.49,1409.51,556.95,2388.08,47.56,524.69,2388.12,8.2884,394,39.06,23.5075,0.8856548856548857
3020,427,643.42,1590.07,1404.37,556.69,2388.11,47.37,525.39,2388.1,8.2894,392,39.3,23.4405,0.8877338877338877
3021,428,642.68,1591.14,1405.8,557.55,2388.1,47.53,525.34,2388.12,8.3013,393,39.06,23.4889,0.8898128898128899
3022,429,642.48,1592.34,1401.29,557.46,2388.07,47.54,525.05,2388.05,8.3021,394,39.25,23.4651,0.8918918918918919
3023,430,642.27,1598.81,1413.64,557.66,2388.1,47.35,525.22,2388.11,8.3208,391,38.93,23.5001,0.893970893970894
3024,431,642.09,1591.86,1409.72,556.85,2388.17,47.48,525.13,2388.15,8.2976,394,39.17,23.4962,0.896049896049896
3025,432,642.88,1593.15,1405.25,557.88,2388.16,47.51,525.7,2388.12,8.3115,394,39.03,23.4612,0.8981288981288982
3026,433,642.95,1582.04,1405.19,558.01,2388.16,47.69,525.72,2388.1,8.3133,393,39.16,23.4233,0.9002079002079002
3027,434,642.99,1590.38,1414.02,559.02,2388.17,47.61,526.16,2388.16,8.2906,393,39.12,23.5566,0.9022869022869023
3028,435,642.99,1588.46,1408.31,558.53,2388.14,47.6,525.76,2388.16,8.3061,395,39.11,23.4408,0.9043659043659044
3029,436,643.21,1587.63,1414.71,558.56,2388.08,47.45,525.35,2388.16,8.2794,393,39.08,23.4508,0.9064449064449065
3030,437,643.01,1584.74,1410.4,558.19,2388.15,47.77,526.41,2388.15,8.3161,394,39.25,23.4849,0.9085239085239085
3031,438,642.35,1590.32,1406.33,558.48,2388.13,47.74,525.61,2388.13,8.2783,393,39.09,23.426,0.9106029106029107
3032,439,642.87,1584.75,1415.36,559.2,2388.18,47.53,526.38,2388.11,8.2835,394,39.18,23.548,0.9126819126819127
3033,440,642.73,1597.27,1407.79,558.72,2388.2,47.63,526.07,2388.17,8.2705,393,39.13,23.4759,0.9147609147609148
3034,441,642.85,1598.23,1410.04,558.95,2388.18,47.64,526.01,2388.12,8.3016,393,39.19,23.4571,0.9168399168399168
3035,442,642.7,1595.08,1406.74,559.51,2388.18,47.75,527.19,2388.18,8.2557,394,39.25,23.54,0.918918918918919
3036,443,642.35,1595.89,1411.56,559.55,2388.19,47.57,526.22,2388.12,8.2703,394,38.99,23.4393,0.920997920997921
3037,444,642.44,1599.01,1412.75,558.86,2388.14,47.58,526.84,2388.12,8.2904,393,39.16,23.5443,0.9230769230769231
3038,445,642.84,1588.74,1408.83,558.27,2388.18,47.64,526.33,2388.15,8.2757,394,38.99,23.5119,0.9251559251559252
3039,446,643.01,1587.51,1412.91,559.78,2388.23,47.66,526.87,2388.19,8.2693,395,39.24,23.4106,0.9272349272349273
3040,447,643.14,1600.29,1413.62,560.06,2388.22,47.77,527.0,2388.27,8.2392,396,39.25,23.4993,0.9293139293139293
3041,448,642.83,1597.72,1414.23,559.46,2388.16,47.73,526.78,2388.17,8.286,395,39.05,23.5562,0.9313929313929314
3042,449,642.71,1598.98,1410.02,559.66,2388.13,47.78,527.52,2388.2,8.2619,394,39.19,23.4789,0.9334719334719335
3043,450,643.19,1596.89,1416.05,559.33,2388.2,47.87,527.62,2388.24,8.2616,394,39.17,23.5342,0.9355509355509356
3044,451,642.97,1592.46,1413.25,559.56,2388.2,47.67,527.84,2388.17,8.2524,394,39.25,23.4733,0.9376299376299376
3045,452,642.74,1600.33,1415.5,559.71,2388.25,47.77,528.17,2388.18,8.2642,394,39.21,23.4715,0.9397089397089398
3046,453,642.67,1598.01,1416.61,561.04,2388.26,47.78,528.1,2388.23,8.2551,395,39.33,23.5146,0.9417879417879418
3047,454,642.94,1604.13,1413.45,560.07,2388.23,47.73,527.87,2388.2,8.2678,394,39.16,23.4868,0.9438669438669439
3048,455,643.53,1599.83,1416.55,559.97,2388.2,47.81,527.5,2388.21,8.2843,394,38.92,23.546,0.9459459459459459
3049,456,643.64,1591.82,1413.22,559.85,2388.3,47.88,527.94,2388.24,8.2353,395,39.06,23.545,0.9480249480249481
3050,457,643.28,1595.51,1419.33,559.75,2388.26,47.79,528.29,2388.23,8.2268,395,39.17,23.5157,0.9501039501039501
3051,458,643.39,1591.38,1420.56,560.99,2388.2,47.89,528.67,2388.25,8.245,394,39.21,23.5404,0.9521829521829522
3052,459,642.74,1592.44,1420.94,560.84,2388.25,47.92,528.73,2388.29,8.2398,394,39.11,23.6494,0.9542619542619543
3053,460,643.04,1595.2,1422.5,561.77,2388.3,47.87,529.32,2388.3,8.262,394,39.18,23.5393,0.9563409563409564
3054,461,643.03,1593.05,1420.82,560.83,2388.28,47.86,529.32,2388.27,8.2525,394,39.38,23.5245,0.9584199584199584
3055,462,642.63,1592.1,1419.89,561.2,2388.28,47.95,529.41,2388.36,8.2149,395,39.27,23.5165,0.9604989604989606
3056,463,643.13,1594.78,1416.18,561.24,2388.25,47.83,529.12,2388.32,8.2549,396,39.27,23.5642,0.9625779625779626
3057,464,643.0,1603.16,1416.32,562.38,2388.29,48.0,529.55,2388.28,8.227,397,39.49,23.6235,0.9646569646569647
3058,465,643.19,1590.78,1416.8,561.41,2388.33,47.98,529.67,2388.35,8.2578,394,39.29,23.5865,0.9667359667359667
3059,466,642.85,1603.49,1422.78,562.62,2388.27,48.0,529.89,2388.32,8.2428,396,39.21,23.5546,0.9688149688149689
3060,467,642.53,1592.8,1428.98,561.83,2388.34,47.94,530.2,2388.27,8.2036,396,39.2,23.6419,0.9708939708939709
3061,468,643.21,1593.48,1419.4,563.42,2388.31,48.07,530.53,2388.36,8.2434,395,39.32,23.6099,0.972972972972973
3062,469,643.26,1596.3,1417.94,562.6,2388.34,47.97,530.57,2388.33,8.2662,396,39.36,23.5741,0.975051975051975
3063,470,642.91,1599.99,1419.4,562.27,2388.33,48.06,530.57,2388.36,8.2348,395,39.28,23.5589,0.9771309771309772
3064,471,643.55,1605.65,1423.58,562.61,2388.35,47.96,530.87,2388.32,8.1979,395,39.44,23.5664,0.9792099792099792
3065,472,643.61,1598.9,1425.54,563.41,2388.31,47.91,530.98,2388.35,8.2384,396,39.14,23.5289,0.9812889812889813
3066,473,643.37,1599.77,1425.38,563.86,2388.38,48.05,531.29,2388.36,8.2313,396,39.42,23.6176,0.9833679833679834
3067,474,643.2,1602.14,1426.06,564.0,2388.36,48.11,531.15,2388.4,8.2221,397,39.31,23.4894,0.9854469854469855
3068,475,643.68,1598.27,1421.05,563.55,2388.39,48.05,530.71,2388.38,8.2585,395,39.45,23.5603,0.9875259875259875
3069,476,642.79,1602.46,1425.93,563.49,2388.37,48.15,531.38,2388.4,8.2458,396,39.25,23.5103,0.9896049896049897
3070,477,643.41,1603.25,1427.13,564.35,2388.4,48.06,531.32,2388.34,8.2044,396,39.25,23.6492,0.9916839916839917
3071,478,642.87,1605.51,1412.4,564.0,2388.41,48.17,531.59,2388.38,8.2151,396,39.29,23.5546,0.9937629937629938
3072,479,643.77,1603.43,1421.31,564.51,2388.47,48.0,532.53,2388.42,8.2261,395,39.22,23.6603,0.9958419958419958
3073,480,643.49,1612.36,1428.8,564.36,2388.42,48.11,531.69,2388.35,8.1889,396,39.37,23.5577,0.997920997920998
3074,481,643.22,1607.41,1423.66,565.5,2388.39,48.3,532.41,2388.37,8.2211,395,39.51,23.5857,1.0
3075,1,641.92,1578.17,1388.08,552.46,2387.93,47.08,520.33,2387.91,8.3995,392,38.99,23.3944,0.005076142131979695
3076,2,642.36,1578.11,1394.54,553.19,2387.89,46.8,520.77,2387.92,8.4031,392,38.75,23.3847,0.01015228426395939
3077,3,642.41,1577.11,1393.95,553.22,2387.91,47.16,521.11,2387.96,8.4177,391,38.88,23.345,0.015228426395939087
3078,4,642.13,1579.2,1393.89,552.44,2387.93,46.98,520.35,2387.93,8.362,392,38.99,23.2986,0.02030456852791878
3079,5,642.31,1580.63,1395.15,552.74,2387.97,47.04,521.32,2387.96,8.3711,391,38.95,23.2908,0.025380710659898477
3080,6,641.9,1583.64,1390.86,552.76,2387.94,47.16,520.05,2387.91,8.4048,391,38.94,23.3329,0.030456852791878174
3081,7,641.61,1580.5,1390.66,552.39,2387.92,47.04,520.2,2387.95,8.3919,391,39.1,23.3022,0.03553299492385787
3082,8,641.55,1581.67,1395.16,552.03,2387.92,47.06,520.62,2387.93,8.4157,391,38.91,23.3685,0.04060913705583756
3083,9,642.16,1582.24,1396.42,552.33,2387.89,47.0,520.29,2387.92,8.4054,390,39.01,23.4004,0.04568527918781726
3084,10,641.63,1578.71,1388.46,552.93,2387.9,47.03,520.57,2387.93,8.3906,390,39.02,23.4238,0.050761421319796954
3085,11,641.18,1583.73,1390.67,551.86,2387.99,46.87,520.12,2387.97,8.3671,390,38.8,23.3688,0.05583756345177665
3086,12,642.05,1586.59,1394.2,552.71,2387.91,47.0,520.31,2387.93,8.3952,390,39.14,23.3593,0.06091370558375635
3087,13,642.22,1570.27,1395.72,553.65,2387.86,46.95,521.03,2387.93,8.3868,392,38.81,23.3241,0.06598984771573604
3088,14,641.94,1577.84,1392.68,552.81,2387.95,47.02,521.47,2387.99,8.3893,393,38.97,23.3672,0.07106598984771574
3089,15,641.96,1577.62,1392.81,553.53,2387.9,47.03,519.96,2387.91,8.3827,392,39.02,23.3825,0.07614213197969544
3090,16,641.81,1578.22,1395.91,552.16,2387.93,46.95,520.57,2387.96,8.3832,392,39.05,23.3638,0.08121827411167512
3091,17,642.11,1575.79,1390.61,552.95,2387.96,47.06,520.48,2387.9,8.3796,391,38.92,23.3826,0.08629441624365482
3092,18,641.69,1584.6,1393.7,553.45,2387.99,46.69,520.92,2387.96,8.4188,391,38.76,23.3478,0.09137055837563451
3093,19,641.88,1574.47,1397.28,552.05,2387.94,47.0,520.48,2387.87,8.3865,391,38.91,23.4238,0.09644670050761421
3094,20,642.5,1575.56,1388.73,552.45,2387.93,47.18,520.77,2387.92,8.402,390,38.96,23.3803,0.10152284263959391
3095,21,641.73,1576.39,1388.42,552.62,2387.98,47.2,520.04,2387.88,8.403,391,39.0,23.4028,0.1065989847715736
3096,22,641.85,1577.93,1391.7,552.65,2387.89,47.19,520.49,2387.91,8.4103,391,38.83,23.4136,0.1116751269035533
3097,23,641.86,1582.65,1394.39,552.94,2387.99,46.88,520.63,2387.93,8.3614,392,38.96,23.4279,0.116751269035533
3098,24,641.75,1578.58,1399.71,552.19,2387.98,46.99,520.72,2387.87,8.3892,391,39.12,23.4262,0.1218274111675127
3099,25,642.01,1582.36,1394.64,552.83,2387.98,47.14,520.63,2387.95,8.4088,391,38.98,23.3647,0.12690355329949238
3100,26,641.96,1584.85,1390.5,552.98,2387.92,47.09,520.58,2387.83,8.4119,390,39.08,23.3812,0.1319796954314721
3101,27,641.8,1579.64,1395.93,553.56,2387.94,47.01,520.86,2387.99,8.414,391,38.83,23.4806,0.13705583756345177
3102,28,641.84,1584.86,1392.25,552.79,2387.97,47.1,520.86,2387.97,8.3805,390,38.88,23.3731,0.14213197969543148
3103,29,642.2,1585.29,1392.55,551.99,2387.89,46.97,520.56,2387.9,8.4202,393,38.97,23.402,0.14720812182741116
3104,30,641.6,1588.36,1392.46,552.66,2387.92,46.94,520.19,2387.92,8.4271,391,38.95,23.4107,0.15228426395939088
3105,31,642.12,1581.62,1394.47,552.56,2387.96,47.2,520.57,2387.91,8.4158,390,39.03,23.2887,0.15736040609137056
3106,32,641.61,1581.93,1395.55,552.78,2387.96,46.83,520.6,2387.95,8.3839,391,39.03,23.4333,0.16243654822335024
3107,33,641.97,1583.51,1395.66,552.32,2387.92,46.99,520.34,2387.93,8.4037,391,39.14,23.2493,0.16751269035532995
3108,34,641.7,1583.73,1385.3,552.45,2387.92,46.9,520.27,2387.93,8.4173,390,38.93,23.2786,0.17258883248730963
3109,35,641.89,1576.84,1392.38,553.02,2387.93,46.94,520.27,2387.99,8.3922,391,39.05,23.3251,0.17766497461928935
3110,36,641.88,1583.71,1388.97,552.25,2387.92,46.98,520.69,2387.86,8.4119,391,38.92,23.4284,0.18274111675126903
3111,37,641.56,1583.72,1387.65,552.24,2387.91,46.87,520.47,2387.9,8.4189,392,39.03,23.3893,0.18781725888324874
3112,38,641.59,1574.04,1392.2,552.83,2387.87,47.08,520.17,2387.87,8.3779,389,39.12,23.3664,0.19289340101522842
3113,39,641.9,1586.92,1391.1,552.48,2387.92,47.05,520.06,2387.87,8.415,390,38.91,23.3033,0.19796954314720813
3114,40,642.14,1583.85,1397.25,552.39,2387.94,47.0,520.76,2387.94,8.385,390,38.82,23.3607,0.20304568527918782
3115,41,642.06,1577.86,1391.29,552.83,2387.95,47.02,521.03,2387.91,8.3984,392,38.95,23.3479,0.20812182741116753
3116,42,641.38,1578.02,1394.29,552.59,2387.91,46.9,520.57,2387.92,8.3957,391,38.91,23.4231,0.2131979695431472
3117,43,641.72,1581.77,1396.96,552.21,2387.88,47.19,520.2,2387.92,8.3824,391,38.94,23.3068,0.2182741116751269
3118,44,641.75,1582.58,1384.07,552.25,2387.86,46.88,520.12,2387.98,8.3595,391,38.93,23.3989,0.2233502538071066
3119,45,641.96,1581.9,1388.19,552.86,2387.88,46.98,520.87,2387.91,8.3983,391,38.97,23.3337,0.22842639593908629
3120,46,642.03,1578.24,1398.51,553.12,2387.96,46.95,520.87,2387.88,8.3874,390,38.84,23.4249,0.233502538071066
3121,47,642.06,1579.24,1391.75,553.08,2387.89,47.18,520.99,2387.93,8.372,391,39.1,23.3687,0.23857868020304568
